S2ID|Name|Instrument|IssuerID|ISOCountryCode|ISOCurrencyCode|RootID|StartDate|EndDate
AUSDMO1|HADDINGTON INTL RS LTD|STOCK|A18466|AUS|AUD|AUSDMO1|20010105|20010813
AUSDMO1|HADDINGTON INT'L R|STOCK|A18466|AUS|AUD|AUSDMO1|20010814|20010830
AUSDMO1|HADDINGTON INTL RS LTD|STOCK|A18466|AUS|AUD|AUSDMO1|20010831|20020730
AUSDMO1|HADDINGTON INTERNATIONAL RESOURCES LIMITED|STOCK|A18466|AUS|AUD|AUSDMO1|20020731|20091230
AUSDMO1|ALTURA MINING LIMITED|STOCK|A18466|AUS|AUD|AUSDMO1|20091231|20751231
AUSDMP1|AUSSIECOVER LIMITED|STOCK|A06914|AUS|AUD|AUSDMP1|20010109|20010816
AUSDMP1|AUSSIECOVER|STOCK|A06914|AUS|AUD|AUSDMP1|20010817|20010830
AUSDMP1|AUSSIECOVER LIMITED|STOCK|A06914|AUS|AUD|AUSDMP1|20010831|20021030
AUSDMP1|DARK BLUE SEA LIMITED|STOCK|A06914|AUS|AUD|AUSDMP1|20021031|20100201
AUSDMQ1|TOMATO TECHNOLOGIE LTD|STOCK|A38904|AUS|AUD|AUSDMQ1|20010109|20010805
AUSDMQ1|TOMATO TECHNOLOGIE|STOCK|A38904|AUS|AUD|AUSDMQ1|20010806|20010830
AUSDMQ1|TOMATO TECHNOLOGIE LTD|STOCK|A38904|AUS|AUD|AUSDMQ1|20010831|20020730
AUSDMQ1|TOMATO TECHNOLOGIES LIMITED|STOCK|A38904|AUS|AUD|AUSDMQ1|20020731|20070530
AUSDMQ1|ASIAN PACIFIC LIMITED|STOCK|A38904|AUS|AUD|AUSDMQ1|20070531|20120829
AUSDMR1|PROSPEX INTERACTIV LTD|STOCK|A31406|AUS|AUD|AUSDMR1|20010110|20020730
AUSDMR1|PROSPEX INTERACTIVE LIMITED|STOCK|A31406|AUS|AUD|AUSDMR1|20020731|20020829
AUSDMR1|FSA GROUP LIMITED|STOCK|A31406|AUS|AUD|AUSDMR1|20020830|20751231
AUSDMS1|BIOTRON LIMITED|STOCK|A08711|AUS|AUD|AUSDMS1|20010123|20010816
AUSDMS1|BIOTRON|STOCK|A08711|AUS|AUD|AUSDMS1|20010817|20010830
AUSDMS1|BIOTRON LIMITED|STOCK|A08711|AUS|AUD|AUSDMS1|20010831|20751231
AUSDMT1|AUSTRALIAN ENERGY LTD|STOCK|A06933|AUS|AUD|AUSDMT1|20010124|20020730
AUSDMT1|AUSTRALIAN ENERGY LIMITED|STOCK|A06933|AUS|AUD|AUSDMT1|20020731|20060427
AUSDMU1|DRILLSEARCH ENERGY|STOCK|A55626|AUS|AUD|AUSDMU1|19961231|20010429
AUSDMU1|DRILLSEARCH ENERGY LTD|STOCK|A55626|AUS|AUD|AUSDMU1|20010430|20010816
AUSDMU1|DRILLSEARCH ENERGY|STOCK|A55626|AUS|AUD|AUSDMU1|20010817|20020130
AUSDMU1|DRILLSEARCH ENERGY LTD|STOCK|A55626|AUS|AUD|AUSDMU1|20020131|20020730
AUSDMU1|DRILLSEARCH ENERGY LIMITED|STOCK|A55626|AUS|AUD|AUSDMU1|20020731|20110119
AUSDMU1|DRILLSEARCH DEF|STOCK|A55626|AUS|AUD|AUSDMU1|20110120|20110203
AUSDMU1|DRILLSEARCH FPO|STOCK|A55626|AUS|AUD|AUSDMU1|20110204|20751231
AUSDMV1|PANBIO LTD|STOCK|A29944|AUS|AUD|AUSDMV1|20010401|20010429
AUSDMV1|PANBIO|STOCK|A29944|AUS|AUD|AUSDMV1|20010430|20010530
AUSDMV1|PANBIO LTD|STOCK|A29944|AUS|AUD|AUSDMV1|20010531|20020730
AUSDMV1|PANBIO LIMITED|STOCK|A29944|AUS|AUD|AUSDMV1|20020731|20080201
AUSDMW1|TAWANA RESOURCES LTD|STOCK|A37695|AUS|AUD|AUSDMW1|20010401|20010429
AUSDMW1|TAWANA RESOURCES|STOCK|A37695|AUS|AUD|AUSDMW1|20010430|20010530
AUSDMW1|TAWANA RESOURCES LTD|STOCK|A37695|AUS|AUD|AUSDMW1|20010531|20020730
AUSDMW1|TAWANA RESOURCES NL|STOCK|A37695|AUS|AUD|AUSDMW1|20020731|20751231
AUSDMX1|CELLESTIS LIMITED|STOCK|A10229|AUS|AUD|AUSDMX1|20010401|20010429
AUSDMX1|CELLESTIS LTD|STOCK|A10229|AUS|AUD|AUSDMX1|20010430|20010530
AUSDMX1|CELLESTIS LIMITED|STOCK|A10229|AUS|AUD|AUSDMX1|20010531|20110831
AUSDMY1|RUBICON LIMITED|CROSS_LIST|A32782|AUS|AUD|NZEAUX1|20010327|20020730
AUSDMZ1|GLENGARRY RESOURCE LTD|STOCK|A55678|AUS|AUD|AUSDMZ1|20010330|20020730
AUSDMZ1|GLENGARRY RESOURCES LIMITED|STOCK|A55678|AUS|AUD|AUSDMZ1|20020731|20100413
AUSDMZ1|CENTAURUS METALS LIMITED|STOCK|A55678|AUS|AUD|AUSDMZ1|20100414|20751231
AUSDNA1|GARRISONS ACCOUNTG LTD|STOCK|A36231|AUS|AUD|AUSDNA1|20010330|20020730
AUSDNA1|GARRISONS ACCOUNTING GROUP LIMITED|STOCK|A36231|AUS|AUD|AUSDNA1|20020731|20050330
AUSDNB1|XANADU WINES LTD|STOCK|A54152|AUS|AUD|AUSDNB1|20010401|20010429
AUSDNB1|XANADU WINES|STOCK|A54152|AUS|AUD|AUSDNB1|20010430|20010530
AUSDNB1|XANADU WINES LTD|STOCK|A54152|AUS|AUD|AUSDNB1|20010531|20020730
AUSDNB1|XANADU WINES LIMITED|STOCK|A54152|AUS|AUD|AUSDNB1|20020731|20050830
AUSDNB1|GLOBAL WINE VENTURES LTD|STOCK|A54152|AUS|AUD|AUSDNB1|20050831|20080429
AUSDNB1|BRAND NEW VINTAGE LIMITED|STOCK|A54152|AUS|AUD|AUSDNB1|20080430|20751231
AUSDNC1|TRANSFIELD SERVICE LTD|STOCK|A39081|AUS|AUD|AUSDNC1|20010530|20020730
AUSDNC1|TRANSFIELD SERVICES LIMITED|STOCK|A39081|AUS|AUD|AUSDNC1|20020731|20751231
AUSDND1|SP TELECOMMUNICATN LTD|STOCK|A35897|AUS|AUD|AUSDND1|20010511|20020730
AUSDND1|SP TELECOMMUNICATIONS LIMITED|STOCK|A35897|AUS|AUD|AUSDND1|20020731|20040830
AUSDND1|SP TELEMEDIA LIMITED|STOCK|A35897|AUS|AUD|AUSDND1|20040831|20091230
AUSDND1|TPG TELECOM LIMITED|STOCK|A35897|AUS|AUD|AUSDND1|20091231|20751231
AUSDND2|SP TELECOMMUNICATIONS LIMITED|STOCK|A35897|AUS|AUD|AUSDND2|20040617|20040708
AUSDNE1|ST SYNERGY LIMITED|STOCK|A36516|AUS|AUD|AUSDNE1|20010511|20081230
AUSDNE1|PANORAMA SYNERGY LTD|STOCK|A36516|AUS|AUD|AUSDNE1|20081231|20751231
AUSDNE2|PANPANORAMA SYNERGY|STOCK|A36516|AUS|AUD|AUSDNE2|20130910|20131007
AUSDNF1|WESTMAG LIMITED|STOCK|A55692|AUS|AUD|AUSDNF1|20010606|20060830
AUSDNF1|LATIN GOLD LIMITED|STOCK|A55692|AUS|AUD|AUSDNF1|20060831|20751231
AUSDNG1|HAMILL RESOURCES LTD|STOCK|A18563|AUS|AUD|AUSDNG1|20010628|20020730
AUSDNG1|HAMILL RESOURCES LIMITED|STOCK|A18563|AUS|AUD|AUSDNG1|20020731|20030730
AUSDNG1|INTERNATIONAL GOLDFIELDS LIMITED|STOCK|A18563|AUS|AUD|AUSDNG1|20030731|20080108
AUSDNG1|CAPE LAMBERT IRON|STOCK|A18563|AUS|AUD|AUSDNG1|20080109|20080130
AUSDNG1|CAPE LAMBERT IRON ORE LTD|STOCK|A18563|AUS|AUD|AUSDNG1|20080131|20091129
AUSDNG1|CAPE LAMBERT RESOURCES LIMITED|STOCK|A18563|AUS|AUD|AUSDNG1|20091130|20751231
AUSDNH1|ADAMUS RESOURCES LTD|STOCK|A04495|AUS|AUD|AUSDNH1|20010606|20020730
AUSDNH1|ADAMUS RESOURCES LIMITED|STOCK|A04495|AUS|AUD|AUSDNH1|20020731|20111205
AUSDNH2|ADAMUS RESOURCES LIMITED (RIGHTS)|STOCK|A04495|AUS|AUD|AUSDNH2|20100917|20101007
AUSDNI1|CARPATHIAN RESOURC LTD|STOCK|A09824|AUS|AUD|AUSDNI1|20010615|20020730
AUSDNI1|CARPATHIAN RESOURCES LIMITED|STOCK|A09824|AUS|AUD|AUSDNI1|20020731|20130829
AUSDNJ1|MIRRABOOKA INVEST LTD|STOCK|A26547|AUS|AUD|AUSDNJ1|20010628|20020730
AUSDNJ1|MIRRABOOKA INVESTMENTS LIMITED|STOCK|A26547|AUS|AUD|AUSDNJ1|20020731|20751231
AUSDNJ2|MIRRABOOKA INVESTMENTS LTD|STOCK|A26547|AUS|AUD|AUSDNJ2|20030813|20030828
AUSDNJ2|MIRRABOOKA INVESTMENTS LIMITED|STOCK|A26547|AUS|AUD|AUSDNJ2|20030829|20030909
AUSDNK1|GLOBE INTERNATIONL LTD|STOCK|A17483|AUS|AUD|AUSDNK1|20010528|20020730
AUSDNK1|GLOBE INTERNATIONAL LIMITED|STOCK|A17483|AUS|AUD|AUSDNK1|20020731|20751231
AUSDNL1|CITY PACIFIC LTD|STOCK|A11224|AUS|AUD|AUSDNL1|20010629|20020730
AUSDNL1|CITY PACIFIC LIMITED|STOCK|A11224|AUS|AUD|AUSDNL1|20020731|20101005
AUSDNM1|MACARTHUR COAL LTD|STOCK|A25033|AUS|AUD|AUSDNM1|20010704|20020730
AUSDNM1|MACARTHUR COAL LIMITED|STOCK|A25033|AUS|AUD|AUSDNM1|20020731|20111220
AUSDNM2|MACARTHUR COAL LIMITED [R]|STOCK|A25033|AUS|AUD|AUSDNM2|20040311|20040311
AUSDNM2|MACARTHUR COAL LIMITED|STOCK|A25033|AUS|AUD|AUSDNM2|20040312|20040401
AUSDNN1|EZYIMAGE LIMITED|STOCK|A15581|AUS|AUD|AUSDNN1|20010730|20090830
AUSDNN1|MGM WIRELESS LTD|STOCK|A15581|AUS|AUD|AUSDNN1|20090831|20751231
AUSDNO1|ELLEX MEDICAL LASER LT|STOCK|A17114|AUS|AUD|AUSDNO1|20010713|20020730
AUSDNO1|ELLEX MEDICAL LASERS LIMITED|STOCK|A17114|AUS|AUD|AUSDNO1|20020731|20751231
AUSDNP1|DEEP SEA FISHERIES LTD|STOCK|A13133|AUS|AUD|AUSDNP1|20010730|20020730
AUSDNP1|DEEP SEA FISHERIES LIMITED|STOCK|A13133|AUS|AUD|AUSDNP1|20020731|20081230
AUSDNP1|DSF INTERNATIONAL HOLDINGS LIMITED|STOCK|A13133|AUS|AUD|AUSDNP1|20081231|20110809
AUSDNP1|NIUMINCO GROUP LTD|STOCK|A13133|AUS|AUD|AUSDNP1|20110810|20751231
AUSDNP2|NIUMINCO GROUP LTD|STOCK|A13133|AUS|AUD|AUSDNP2|20120828|20120905
AUSDNQ1|LAKE OIL NL|STOCK|A24019|AUS|AUD|AUSDNQ1|20010730|20020730
AUSDNQ1|LAKES OIL NL|STOCK|A24019|AUS|AUD|AUSDNQ1|20020731|20751231
AUSDNR1|MAJESTIC RESOURCES NL|STOCK|A25159|AUS|AUD|AUSDNR1|20010730|20030629
AUSDNR1|CROWN DIAMONDS NL|STOCK|A25159|AUS|AUD|AUSDNR1|20030630|20050629
AUSDNS1|ENVIROMISSION LTD|STOCK|A15062|AUS|AUD|AUSDNS1|20010806|20020730
AUSDNS1|ENVIROMISSION LIMITED|STOCK|A15062|AUS|AUD|AUSDNS1|20020731|20751231
AUSDNT1|QED CORPORATION LTD|STOCK|A31692|AUS|AUD|AUSDNT1|20010830|20020730
AUSDNT1|QED CORPORATION LIMITED|STOCK|A31692|AUS|AUD|AUSDNT1|20020731|20021030
AUSDNT1|QED OCCTECH LIMITED|STOCK|A31692|AUS|AUD|AUSDNT1|20021031|20101013
AUSDNT1|TRANSACTION SOLUTION INT|STOCK|A31692|AUS|AUD|AUSDNT1|20101014|20751231
AUSDNU1|SAGE GLOBAL FUND LTD|STOCK|A32998|AUS|AUD|AUSDNU1|20010809|20011129
AUSDNU1|SAGE GLOBAL FUND|STOCK|A32998|AUS|AUD|AUSDNU1|20011130|20011230
AUSDNU1|SAGE GLOBAL FUND LTD|STOCK|A32998|AUS|AUD|AUSDNU1|20011231|20020109
AUSDNU1|SAGE GLOBAL FUND|STOCK|A32998|AUS|AUD|AUSDNU1|20020110|20020130
AUSDNU1|SAGE GLOBAL FUND LTD|STOCK|A32998|AUS|AUD|AUSDNU1|20020131|20020131
AUSDNU1|SAGE GLOBAL FUND|STOCK|A32998|AUS|AUD|AUSDNU1|20020201|20020227
AUSDNU1|SAGE GLOBAL FUND LTD|STOCK|A32998|AUS|AUD|AUSDNU1|20020228|20020730
AUSDNU1|SAGE GLOBAL FUND LIMITED|STOCK|A32998|AUS|AUD|AUSDNU1|20020731|20020902
AUSDNV1|BIG KEVS LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20010809|20020730
AUSDNV1|BIG KEV'S LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20020731|20030730
AUSDNV1|BIG KEVS LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20030731|20030828
AUSDNV1|BIG KEV'S LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20030829|20050830
AUSDNV1|IMPACT CAPITAL LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20050831|20081230
AUSDNV1|ASK FUNDING LIMITED|STOCK|A08610|AUS|AUD|AUSDNV1|20081231|20751231
AUSDNW1|RELODE LIMITED|STOCK|A32242|AUS|AUD|AUSDNW1|20010816|20041230
AUSDNW1|INTEGRA MINING LIMITED|STOCK|A32242|AUS|AUD|AUSDNW1|20041231|20130120
AUSDNX1|AUST WHEAT BOARD LTD|STOCK|A07091|AUS|AUD|AUSDNX1|20010821|20020730
AUSDNX1|AWB LIMITED|STOCK|A07091|AUS|AUD|AUSDNX1|20020731|20101210
AUSDOA1|MILLEPEDE INTERNL LTD|STOCK|A26427|AUS|AUD|AUSDOA1|20010829|20020730
AUSDOA1|MILLEPEDE INTERNATIONAL LIMITED|STOCK|A26427|AUS|AUD|AUSDOA1|20020731|20120612
AUSDOA1|AUSTRALIAN NATURAL PROTEINS LIMITED|STOCK|A26427|AUS|AUD|AUSDOA1|20120613|20751231
AUSDOB1|BRAIN RESOURCE CMP LTD|STOCK|A09097|AUS|AUD|AUSDOB1|20010829|20020730
AUSDOB1|BRAIN RESOURCE COMPANY LIMITED (THE)|STOCK|A09097|AUS|AUD|AUSDOB1|20020731|20080506
AUSDOB1|BRAIN RESOURCE  LIMITED|STOCK|A09097|AUS|AUD|AUSDOB1|20080507|20751231
AUSDOC1|LAKE RESOURCES NL|STOCK|A24092|AUS|AUD|AUSDOC1|20010829|20020730
AUSDOC1|LAKE RESOURCES N.L.|STOCK|A24092|AUS|AUD|AUSDOC1|20020731|20751231
AUSDOD1|AUST AGRICULT COMP LTD|STOCK|A36055|AUS|AUD|AUSDOD1|20010809|20020730
AUSDOD1|AUSTRALIAN AGRICULTURAL COMPANY LIMITED.|STOCK|A36055|AUS|AUD|AUSDOD1|20020731|20751231
AUSDOD2|AUSTRALIAN AGRICULTURAL COMPANY LIMITED|STOCK|A36055|AUS|AUD|AUSDOD2|20050316|20050407
AUSDOE1|PEPLIN BIOTECH LTD|STOCK|A07872|AUS|AUD|AUSDOE1|20010830|20041028
AUSDOE1|PEPLIN LIMITED|STOCK|A07872|AUS|AUD|AUSDOE1|20041029|20090429
AUSDOE1|PEPLIN INC|STOCK|A07872|AUS|AUD|AUSDOE1|20090430|20091230
AUSDOE2|PEPLIN LIMITED (RIGHT ISSUE)|STOCK|A07872|AUS|AUD|AUSDOE2|20041109|20041129
AUSDOF1|SINGAPORE TELECOM LTD|GDR|A35003|AUS|AUD|SINAOH1|20010830|20020730
AUSDOF1|SINGAPORE TELECOMMUNICATIONS LIMITED.|GDR|A35003|AUS|AUD|SINAOH1|20020731|20040929
AUSDOF1|SINGAPORE TELECOMMUNICATIONS LIMITED|GDR|A35003|AUS|AUD|SINAOH1|20040930|20751231
AUSDOG1|WEST MUSGRAVE MINING|STOCK|A53730|AUS|AUD|AUSDOG1|20010927|20020730
AUSDOG1|WEST MUSGRAVE MINING LIMITED|STOCK|A53730|AUS|AUD|AUSDOG1|20020731|20030429
AUSDOG1|AUSTRALIAN MINES LIMITED|STOCK|A53730|AUS|AUD|AUSDOG1|20030430|20751231
AUSDOH1|RESOLUTE MINING LTD|STOCK|A32335|AUS|AUD|AUSDOH1|20010926|20020730
AUSDOH1|RESOLUTE MINING LIMITED|STOCK|A32335|AUS|AUD|AUSDOH1|20020731|20751231
AUSDOH2|RESOLUTE MINING LIMITED (RIGHT ISSUE)|STOCK|A32335|AUS|AUD|AUSDOH2|20071003|20071022
AUSDOI1|ELECTROTECH INVEST LTD|STOCK|A14622|AUS|AUD|AUSDOI1|19961231|20020730
AUSDOI1|ELECTROTECH INVESTMENTS LIMITED.|STOCK|A14622|AUS|AUD|AUSDOI1|20020731|20031030
AUSDOI1|ELECTROTECH INVESTMENTS LIMITED|STOCK|A14622|AUS|AUD|AUSDOI1|20031031|20031230
AUSDOJ1|ECHO TECHNOLOGIES LTD|STOCK|A14172|AUS|AUD|AUSDOJ1|20011004|20020730
AUSDOJ1|ECHO TECHNOLOGIES LIMITED|STOCK|A14172|AUS|AUD|AUSDOJ1|20020731|20041230
AUSDOJ1|PHARMAUST LIMITED|STOCK|A14172|AUS|AUD|AUSDOJ1|20041231|20751231
AUSDOK1|SALLY MALAY MINING LTD|STOCK|A33136|AUS|AUD|AUSDOK1|20010913|20020730
AUSDOK1|SALLY MALAY MINING LIMITED|STOCK|A33136|AUS|AUD|AUSDOK1|20020731|20080629
AUSDOK1|PANORAMIC RESOURCES LIMITED|STOCK|A33136|AUS|AUD|AUSDOK1|20080630|20751231
AUSDOL1|VOYAGER ENERGY LTD|STOCK|A40902|AUS|AUD|AUSDOL1|20010913|20020730
AUSDOL1|VOYAGER ENERGY LIMITED|STOCK|A40902|AUS|AUD|AUSDOL1|20020731|20050929
AUSDOM1|LONGREACH OIL LIMITED|STOCK|A24803|AUS|AUD|AUSDOM1|20011114|20751231
AUSDON1|JAMES FIELDING GROUP|STOCK|A21703|AUS|AUD|AUSDON1|20011108|20050131
AUSDON2|JAMES FIELDING GROUP|STOCK|A21703|AUS|AUD|AUSDON2|20020530|20031127
AUSDOO1|FISHER PAYKEL HEALTHCA|CROSS_LIST|A16089|AUS|AUD|NZEAVC1|20011120|20020730
AUSDOO1|FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED|CROSS_LIST|A16089|AUS|AUD|NZEAVC1|20020731|20101007
AUSDOO1|FISHER AND PAYKEL HEALTHCARE|CROSS_LIST|A16089|AUS|AUD|NZEAVC1|20101008|20751231
AUSDOP1|FISHER PAYKEL APPLIANC|CROSS_LIST|A36262|AUS|AUD|NZEAAR1|20011120|20020730
AUSDOP1|FISHER & PAYKEL APPLIANCES HOLDINGS LIMITED|CROSS_LIST|A36262|AUS|AUD|NZEAAR1|20020731|20030327
AUSDOP1|FISHER & PAYKEL APPLIANCES HOLDINGS|CROSS_LIST|A36262|AUS|AUD|NZEAAR1|20030328|20030330
AUSDOP1|FISHER & PAYKEL APPLIANCES HOLDINGS LIMITED|CROSS_LIST|A36262|AUS|AUD|NZEAAR1|20030331|20121127
AUSDOP2|FISHER & PAYKEL APPLIANCES HOLDINGS|STOCK|A36262|AUS|AUD|AUSDOP2|20090528|20090701
AUSDOQ1|FINBAR INTERNATIONAL|STOCK|A16016|AUS|AUD|AUSDOQ1|20011128|20020730
AUSDOQ1|FINBAR INTERNATIONAL LIMITED|STOCK|A16016|AUS|AUD|AUSDOQ1|20020731|20070429
AUSDOQ1|FINBAR GROUP LIMITED|STOCK|A16016|AUS|AUD|AUSDOQ1|20070430|20751231
AUSDOR1|SPENCER GULF|STOCK|A35835|AUS|AUD|AUSDOR1|20011129|20020517
AUSDOS1|QUEENSLAND TRUSTEES|STOCK|A55693|AUS|AUD|AUSDOS1|20011128|20020730
AUSDOS1|QUEENSLAND GAS COMPANY LIMITED|STOCK|A55693|AUS|AUD|AUSDOS1|20020731|20090429
AUSDOS2|QUEENSLAND GAS COMPANY LIMITED|STOCK|A55693|AUS|AUD|AUSDOS2|20060808|20060904
AUSDOT1|SOFTLAW CORP LTD|STOCK|A35445|AUS|AUD|AUSDOT1|20011211|20020730
AUSDOT1|SOFTLAW CORPORATION LIMITED|STOCK|A35445|AUS|AUD|AUSDOT1|20020731|20050228
AUSDOT2|SOFTLAW CORPORATION LIMITED|STOCK|A35445|AUS|AUD|AUSDOT2|20011211|20021015
AUSDOT2|SOFTLAW CORP|STOCK|A35445|AUS|AUD|AUSDOT2|20021016|20021030
AUSDOT2|SOFTLAW CORPORATION LIMITED|STOCK|A35445|AUS|AUD|AUSDOT2|20021031|20050330
AUSDOU1|QMASTOR LTD|STOCK|A31709|AUS|AUD|AUSDOU1|20011213|20020730
AUSDOU1|QMASTOR LIMITED|STOCK|A31709|AUS|AUD|AUSDOU1|20020731|20120112
AUSDOV1|GASNET AUSTRALIA LTD|STOCK|A17053|AUS|AUD|AUSDOV1|20011214|20020730
AUSDOV1|GASNET AUSTRALIA TRUST|STOCK|A17053|AUS|AUD|AUSDOV1|20020731|20030629
AUSDOV1|GASNET AUSTRALIA GROUP|STOCK|A17053|AUS|AUD|AUSDOV1|20030630|20061129
AUSDOW1|AINSWORTH GAME TECHNOL|STOCK|A04939|AUS|AUD|AUSDOW1|20011214|20020730
AUSDOW1|AINSWORTH GAME TECHNOLOGY LIMITED|STOCK|A04939|AUS|AUD|AUSDOW1|20020731|20751231
AUSDOW2|AINSWORTH GAME TECHNOLOGY LIMITED|STOCK|A04939|AUS|AUD|AUSDOW2|20030117|20031211
AUSDOW3|AINSWORTH GAME|STOCK|A04939|AUS|AUD|AUSDOW3|20050917|20050929
AUSDOW3|AINSWORTH GAME (R)|STOCK|A04939|AUS|AUD|AUSDOW3|20050930|20051014
AUSDOX1|TASMAN RESOURCES NL|STOCK|A37686|AUS|AUD|AUSDOX1|20011217|20751231
AUSDOY1|GOWINGS RETAIL LTD|STOCK|A17712|AUS|AUD|AUSDOY1|20011217|20020730
AUSDOY1|GOWINGS RETAIL LIMITED|STOCK|A17712|AUS|AUD|AUSDOY1|20020731|20050130
AUSDOY1|G RETAIL LIMITED|STOCK|A17712|AUS|AUD|AUSDOY1|20050131|20060830
AUSDOY1|RETAIL STAR LIMITED|STOCK|A17712|AUS|AUD|AUSDOY1|20060831|20080730
AUSDOY1|RESOURCE STAR LIMITED|STOCK|A17712|AUS|AUD|AUSDOY1|20080731|20751231
AUSDOZ1|ANTISENSE THERAPEUTICS|STOCK|A05900|AUS|AUD|AUSDOZ1|20011219|20020730
AUSDOZ1|ANTISENSE THERAPEUTICS LIMITED|STOCK|A05900|AUS|AUD|AUSDOZ1|20020731|20751231
AUSDPA1|SAMS SEAFOOD HLDGS LTD|STOCK|A33183|AUS|AUD|AUSDPA1|20011220|20020730
AUSDPA1|SAM'S SEAFOOD HOLDINGS LIMITED|STOCK|A33183|AUS|AUD|AUSDPA1|20020731|20030730
AUSDPA1|SAMS SEAFOOD HOLDINGS LIMITED|STOCK|A33183|AUS|AUD|AUSDPA1|20030731|20030828
AUSDPA1|SAM'S SEAFOOD HOLDINGS LIMITED|STOCK|A33183|AUS|AUD|AUSDPA1|20030829|20091129
AUSDPA1|PAN ASIA CORPORATION LIMITED|STOCK|A33183|AUS|AUD|AUSDPA1|20091130|20751231
AUSDPB1|S8 LTD|STOCK|A33542|AUS|AUD|AUSDPB1|20011220|20020730
AUSDPB1|S8 LIMITED|STOCK|A33542|AUS|AUD|AUSDPB1|20020731|20070115
AUSDPC1|MACQUARIE PARK ST TRST|STOCK|A25051|AUS|AUD|AUSDPC1|20011221|20020730
AUSDPC1|MACQUARIE PARK STREET TRUST|STOCK|A25051|AUS|AUD|AUSDPC1|20020731|20060627
AUSDPD1|ELKEDRA DIAMONDS NL|STOCK|A14572|AUS|AUD|AUSDPD1|20020107|20071130
AUSDPE1|INDEPENDENCE GOLD NL|STOCK|A20496|AUS|AUD|AUSDPE1|20020116|20751231
AUSDPF1|HIRE INTELLIGENCE LTD|STOCK|A19258|AUS|AUD|AUSDPF1|20020117|20020730
AUSDPF1|HIRE INTELLIGENCE INTERNATIONAL LIMITED|STOCK|A19258|AUS|AUD|AUSDPF1|20020731|20130225
AUSDPG1|EASTLAND MEDICAL SYS|STOCK|A14112|AUS|AUD|AUSDPG1|20020123|20020730
AUSDPG1|EASTLAND MEDICAL SYSTEMS LTD|STOCK|A14112|AUS|AUD|AUSDPG1|20020731|20121206
AUSDPG1|SUDA LTD|STOCK|A14112|AUS|AUD|AUSDPG1|20121207|20751231
AUSDPH1|PELICAN RESOURCES LTD|STOCK|A30368|AUS|AUD|AUSDPH1|20020124|20020730
AUSDPH1|PELICAN RESOURCES LIMITED|STOCK|A30368|AUS|AUD|AUSDPH1|20020731|20751231
AUSDPI1|OPTIMA CORPORATION LTD|STOCK|A29359|AUS|AUD|AUSDPI1|20020130|20020730
AUSDPI1|OPTIMA CORPORATION LIMITED|STOCK|A29359|AUS|AUD|AUSDPI1|20020731|20070429
AUSDPI1|VMOTO LIMITED|STOCK|A29359|AUS|AUD|AUSDPI1|20070430|20751231
AUSDPJ1|WEST AUST METALS LTD|STOCK|A55349|AUS|AUD|AUSDPJ1|20020114|20020730
AUSDPJ1|WEST AUSTRALIAN METALS LTD|STOCK|A55349|AUS|AUD|AUSDPJ1|20020731|20091202
AUSDPJ1|MARENICA ENERGY LTD|STOCK|A55349|AUS|AUD|AUSDPJ1|20091203|20751231
AUSDPK1|BOUNTY OIL AND GAS NL|STOCK|A09035|AUS|AUD|AUSDPK1|20020114|20020730
AUSDPK1|BOUNTY OIL & GAS NL|STOCK|A09035|AUS|AUD|AUSDPK1|20020731|20751231
AUSDPL1|FLINDERS DIAMONDS LTD|STOCK|A16211|AUS|AUD|AUSDPL1|20020219|20020730
AUSDPL1|FLINDERS DIAMONDS LIMITED|STOCK|A16211|AUS|AUD|AUSDPL1|20020731|20080629
AUSDPL1|FLINDERS MINES LIMITED|STOCK|A16211|AUS|AUD|AUSDPL1|20080630|20751231
AUSDPM1|RECLAIM INDUSTRIES LTD|STOCK|A32118|AUS|AUD|AUSDPM1|20020220|20020730
AUSDPM1|RECLAIM INDUSTRIES LIMITED|STOCK|A32118|AUS|AUD|AUSDPM1|20020731|20751231
AUSDPN1|NEWMONT MINING CORP|CROSS_LIST|A27948|AUS|AUD|USAJV61|20020225|20020730
AUSDPN1|NEWMONT MINING CORPORATION.|CROSS_LIST|A27948|AUS|AUD|USAJV61|20020731|20100225
AUSDPO1|AUST UNITED GOLD LTD|STOCK|A36188|AUS|AUD|AUSDPO1|20020131|20020730
AUSDPO1|AUSTRALIAN UNITED GOLD LIMITED|STOCK|A36188|AUS|AUD|AUSDPO1|20020731|20060928
AUSDPO1|METALS AUSTRALIA LTD|STOCK|A36188|AUS|AUD|AUSDPO1|20060929|20751231
AUSDPP1|OMEGA OIL NL|STOCK|A70682|AUS|AUD|AUSDPP1|20020201|20021021
AUSDPQ1|MINERAL DEPOSITS LTD|STOCK|A26438|AUS|AUD|AUSDPQ1|20020131|20020730
AUSDPQ1|MINERAL DEPOSITS LIMITED|STOCK|A26438|AUS|AUD|AUSDPQ1|20020731|20751231
