S2ID|Name|Instrument|IssuerID|ISOCountryCode|ISOCurrencyCode|RootID|StartDate|EndDate
ARGAAA1|ACINDAR|STOCK|A29652|ARG|ARS|ARGAAA1|19961231|20090323
ARGAAA2|ACINDAR IND. (CLASS'A'|STOCK|A29652|ARG|ARS|ARGAAA2|19970918|20090323
ARGAAB1|ALPARGATAS|STOCK|A05344|ARG|ARS|ARGAAB1|19961231|20140107
ARGAAC1|ALUAR ALUMINIO ARGENTI|STOCK|A05422|ARG|ARS|ARGAAC1|19961231|20010729
ARGAAC1|ALUAR ALUMINIO ARG|STOCK|A05422|ARG|ARS|ARGAAC1|20010730|20020508
ARGAAC2|ALUAR ALUMINIO ARGENTI|STOCK|A05422|ARG|ARS|ARGAAC2|19961231|20010729
ARGAAC2|ALUAR ALUMINIO ARG|STOCK|A05422|ARG|ARS|ARGAAC2|20010730|20020513
ARGAAC3|ALUAR ALUMINIO ARG ('C|STOCK|A05422|ARG|ARS|ARGAAC3|20001001|20010729
ARGAAC3|ALUAR ALUMINIO ARG|STOCK|A05422|ARG|ARS|ARGAAC3|20010730|20020509
ARGAAC4|ALUAR ALUMINIO ARG ('A|STOCK|A05422|ARG|ARS|ARGAAC4|19970224|20010729
ARGAAC4|ALUAR ALUMINIO ARG|STOCK|A05422|ARG|ARS|ARGAAC4|20010730|20751231
ARGAAD1|ASTRA|STOCK|A06650|ARG|ARS|ARGAAD1|19961231|20010626
ARGAAE1|ATANOR|STOCK|A06688|ARG|ARS|ARGAAE1|19961231|20040824
ARGAAE3|ATANOR SA ('B'ARS1 MUL|STOCK|A06688|ARG|ARS|ARGAAE3|19980828|20040824
ARGAAG1|CANALE|STOCK|A09663|ARG|ARS|ARGAAG1|19961231|20080909
ARGAAH1|CELULOSA|STOCK|A29659|ARG|ARS|ARGAAH1|19961231|20001031
ARGAAH1|CELULOSA ARGENTINA (OR|STOCK|A29659|ARG|ARS|ARGAAH1|20001101|20751231
ARGAAI1|FERRUM|STOCK|A15878|ARG|ARS|ARGAAI1|19961231|20751231
ARGAAI2|FERRUM SA CERAMICA ('A'ARS0.10)|STOCK|A15878|ARG|ARS|ARGAAI2|20010430|20751231
ARGAAJ1|FIPLASTO|STOCK|A16057|ARG|ARS|ARGAAJ1|19961231|20751231
ARGAAK1|GAROVAGLIO Y ZORRAQUIN|STOCK|A16990|ARG|ARS|ARGAAK1|19961231|20751231
ARGAAL1|INDUPA|STOCK|A35549|ARG|ARS|ARGAAL1|19961231|19981231
ARGAAL1|SOLVAY INDUPA (ARS1)|STOCK|A35549|ARG|ARS|ARGAAL1|19990101|20751231
ARGAAN1|LEDESMA|STOCK|A24273|ARG|ARS|ARGAAN1|19961231|20751231
ARGAAP1|MASSALIN PARTICULARES|STOCK|A25529|ARG|ARS|ARGAAP1|19961231|20000731
ARGAAP1|MASSALIN PARTICUL (ARS|STOCK|A25529|ARG|ARS|ARGAAP1|20000801|20010801
ARGAAP1|MASSALIN PARTICUL|STOCK|A25529|ARG|ARS|ARGAAP1|20010802|20030529
ARGAAR1|METALURGICA TANDIL|STOCK|A26079|ARG|ARS|ARGAAR1|19961231|20080910
ARGAAS1|MOLINOS RIO LA PLATA|STOCK|A26793|ARG|ARS|ARGAAS1|19961231|20751231
ARGAAS2|MOLINOS RIO PLATA ('A'|STOCK|A26793|ARG|ARS|ARGAAS2|19980601|20751231
ARGAAT1|NOBLEZA PICCARDO|STOCK|A28566|ARG|ARS|ARGAAT1|19961231|20040229
ARGAAU1|NAVIERA PEREZ COMPANC-|STOCK|A29683|ARG|ARS|ARGAAU1|19961231|20000731
ARGAAU1|PECOM ENERGIA SA ('B'A|STOCK|A29683|ARG|ARS|ARGAAU1|20000801|20001231
ARGAAU1|PECOM ENERGIA SA ('A'A|STOCK|A29683|ARG|ARS|ARGAAU1|20010101|20100201
ARGAAU2|PECOM ENERGIA SA ('B'ARS1)|STOCK|A29683|ARG|ARS|ARGAAU2|19961231|20101011
ARGAAU2|PETROBRAS ARGENTINA SA|STOCK|A29683|ARG|ARS|ARGAAU2|20101012|20751231
ARGAAV1|PERKINS|STOCK|A30321|ARG|ARS|ARGAAV1|19961231|20751231
ARGAAW1|PIRELLI CABLES|STOCK|A71139|ARG|ARS|ARGAAW1|19961231|19980309
ARGAAX1|QUIMICA ESTRELLA|STOCK|A31808|ARG|ARS|ARGAAX1|19961231|19980531
ARGAAX1|QUIMICA ESTRELLA ('A'A|STOCK|A31808|ARG|ARS|ARGAAX1|19980601|20010429
ARGAAX1|QUIMICA ESTRELLA ('A'ARS1 MUL-VTG)|STOCK|A31808|ARG|ARS|ARGAAX1|20010430|20110413
ARGAAX2|QUIMICA ESTRELLA -B|STOCK|A31808|ARG|ARS|ARGAAX2|19961231|19991231
ARGAAX2|QUIMICA ESTRELLA ('B'A|STOCK|A31808|ARG|ARS|ARGAAX2|20000101|20100222
ARGAAY1|INTERAMER.AUTO.(CIADEA|STOCK|A32251|ARG|ARS|ARGAAY1|19961231|19970630
ARGAAY1|CIADEA|STOCK|A32251|ARG|ARS|ARGAAY1|19970701|19970731
ARGAAZ1|RIGOLLEAU|STOCK|A32441|ARG|ARS|ARGAAZ1|19961231|20751231
ARGAAZ2|RIGOLLEAU SA ('A'ARS1 MUL-VTG)|STOCK|A32441|ARG|ARS|ARGAAZ2|20010430|20010815
ARGAAZ2|RIGOLLEAU SA|STOCK|A32441|ARG|ARS|ARGAAZ2|20010816|20751231
ARGABB1|SIDERCA (DALMINE)|STOCK|A28523|ARG|ARS|ARGABB1|19961231|20021215
ARGABB1|TENARIS|STOCK|A55346|ARG|ARS|ARGABB1|20021216|20081125
ARGABB1|TENARIS|CROSS_LIST|A55346|ARG|ARS|ITAATZ1|20081126|20751231
ARGABC1|TABACAL|STOCK|A20675|ARG|ARS|ARGABC1|19961231|20010722
ARGABC1|ING Y REF TABACAL|STOCK|A20675|ARG|ARS|ARGABC1|20010723|20020321
ARGABE1|BANCO FRANCES|STOCK|A07417|ARG|ARS|ARGABE1|19961231|19980531
ARGABE1|BCO FRANCES SA (ARS1)|STOCK|A07417|ARG|ARS|ARGABE1|19980601|20001031
ARGABE1|BBVA BCO FRANCES (ARS1|STOCK|A07417|ARG|ARS|ARGABE1|20001101|20751231
ARGABF1|BAGLEY|STOCK|A68874|ARG|ARS|ARGABF1|19961231|20080910
ARGABH1|TELECOM|STOCK|A37880|ARG|ARS|ARGABH1|19961231|20120312
ARGABH1|TELECOM ARGENTINA SA|STOCK|A37880|ARG|ARS|ARGABH1|20120313|20751231
ARGABH2|TELECOM ARGENTINA (CLA|STOCK|A37880|ARG|ARS|ARGABH2|19990101|20090920
ARGABH2|TELECOM ARGENTINA (CLA|STOCK|A37880|ARG|USD|ARGABH2|20090921|20120618
ARGABH3|TELECOM ARGENTINA (CLASS'A'ARS1)|STOCK|A37880|ARG|ARS|ARGABH3|20010430|20751231
ARGABI1|TELEFONICA|STOCK|A37899|ARG|ARS|ARGABI1|19961231|20011218
ARGABI2|TELEFONICA ARG (CLASS'|STOCK|A37899|ARG|ARS|ARGABI2|19981231|20010429
ARGABI2|TELEFONICA DE ARG (CLASS'C'ARS1)|STOCK|A37899|ARG|ARS|ARGABI2|20010430|20080910
ARGABO1|BCO GALICIA Y BUENOS A|STOCK|A07373|ARG|ARS|ARGABO1|19961231|20751231
ARGABO2|BCO GALICIA BUE ('A'AR|STOCK|A07373|ARG|ARS|ARGABO2|19980717|20751231
ARGABS1|BCO SUPERVIELLE SOC.GE|STOCK|A06161|ARG|ARS|ARGABS1|19961231|20080910
ARGABT1|CORPORACION CEMENTERA|STOCK|A12013|ARG|ARS|ARGABT1|19961231|19980531
ARGABT1|CORCEMAR SA ('B'ARS1)|STOCK|A12013|ARG|ARS|ARGABT1|19980601|20080910
ARGABV1|JUAN MINETTI S.A.|STOCK|A22155|ARG|ARS|ARGABV1|19961231|20010725
ARGABV1|JUAN MINETTI|STOCK|A22155|ARG|ARS|ARGABV1|20010726|20120325
ARGABV1|HOLCIM (ARGENTINA)S.A.|STOCK|A22155|ARG|ARS|ARGABV1|20120326|20751231
ARGABZ1|COLORIN S.A. -B|STOCK|A11537|ARG|ARS|ARGABZ1|19961231|20751231
ARGACH1|PAPEL PRENSA S.A.|STOCK|A29970|ARG|ARS|ARGACH1|19961231|20070503
ARGACH1|PAPEL PRENSA|STOCK|A29970|ARG|ARS|ARGACH1|20070504|20751231
ARGACK2|IMP Y EX PATAGONIA ('B|STOCK|A20300|ARG|ARS|ARGACK2|19961231|20751231
ARGACM1|COMMERCIAL DE PLATA|STOCK|A35374|ARG|ARS|ARGACM1|19961231|20751231
ARGACQ1|CARLOS CASADO|STOCK|A09859|ARG|ARS|ARGACQ1|19961231|20751231
ARGACQ2|CARLOS CASADO SA ('A'A|STOCK|A09859|ARG|ARS|ARGACQ2|19970909|20751231
ARGACR1|COMODORO RIVADAVIA|STOCK|A11624|ARG|ARS|ARGACR1|19961231|20751231
ARGACS1|CRESUD|STOCK|A12301|ARG|ARS|ARGACS1|19961231|20000831
ARGACS1|CRESUD (ARS1)|STOCK|A12301|ARG|ARS|ARGACS1|20000901|20011108
ARGACS1|CRESUD|STOCK|A12301|ARG|ARS|ARGACS1|20011109|20751231
ARGACZ1|HIERROMAT|STOCK|A15702|ARG|ARS|ARGACZ1|19961231|20060630
ARGADA1|IGGAM|STOCK|A68878|ARG|ARS|ARGADA1|19961231|20080910
ARGADB1|IND.PETROQUIMICAS KOPP|STOCK|A21237|ARG|ARS|ARGADB1|19961231|20071231
ARGADC1|INTRODUCTORA BUENOS AI|STOCK|A21095|ARG|ARS|ARGADC1|19961231|20010729
ARGADC1|INTRODUCTORA BA|STOCK|A21095|ARG|ARS|ARGADC1|20010730|20751231
ARGADC2|INTRODUCTORA BA|STOCK|A21095|ARG|ARS|ARGADC2|20010430|20751231
ARGADD1|LONGVIE|STOCK|A24806|ARG|ARS|ARGADD1|19961231|20751231
ARGADF1|MORIXE HERMANOS|STOCK|A26920|ARG|ARS|ARGADF1|19961231|20751231
ARGADG1|POLLEDO SA|STOCK|A30888|ARG|ARS|ARGADG1|19961231|20751231
ARGADH1|PAPELERA DEL PLATA|STOCK|A29966|ARG|ARS|ARGADH1|19961231|20010429
ARGADK1|ZANELLA HERMANOS|STOCK|A54914|ARG|ARS|ARGADK1|19961231|20030529
ARGADL1|BUENOS AIRES EMBOTELLA|STOCK|A09369|ARG|ARS|ARGADL1|19961231|19980531
ARGADL1|BUENOS AIRES EMBOT ('B|STOCK|A09369|ARG|ARS|ARGADL1|19980601|20020630
ARGADN1|DECKER|STOCK|A13123|ARG|ARS|ARGADN1|19961231|20010430
ARGADO1|DOMEC|STOCK|A13667|ARG|ARS|ARGADO1|19961231|20751231
ARGADP1|ESTRADA|STOCK|A15276|ARG|ARS|ARGADP1|19961231|20751231
ARGADP2|ESTRADA(ANGEL)SA ('A'ARS1)|STOCK|A15276|ARG|ARS|ARGADP2|20010430|20751231
ARGADQ1|GRAFEX|STOCK|A17760|ARG|ARS|ARGADQ1|19961231|19980531
ARGADQ1|GRAFEX SA (ARS1)|STOCK|A17760|ARG|ARS|ARGADQ1|19980601|20020702
ARGADQ1|GRAFEX SA|STOCK|A17760|ARG|ARS|ARGADQ1|20020703|20751231
ARGADR1|MASSUH|STOCK|A25531|ARG|ARS|ARGADR1|19961231|20110413
ARGADT1|YPF SOCIEDAD ANONIMA|STOCK|A54748|ARG|ARS|ARGADT1|19961231|20751231
ARGADU1|SEVEL SA -C|STOCK|A06164|ARG|ARS|ARGADU1|19961231|19981231
ARGADU1|SEVEL SA ('B'ARS0.10 M|STOCK|A06164|ARG|ARS|ARGADU1|19990101|20010429
ARGADU1|SEVEL SA ('B'ARS0.10 MUL-VTG)|STOCK|A06164|ARG|ARS|ARGADU1|20010430|20080911
ARGADU2|SEVEL SA -B|STOCK|A06164|ARG|ARS|ARGADU2|19961231|19980531
ARGADU2|SEVEL SA ('B'ARS0.10 M|STOCK|A06164|ARG|ARS|ARGADU2|19980601|19981231
ARGADU2|SEVEL SA ('C'ARS0.10)|STOCK|A06164|ARG|ARS|ARGADU2|19990101|20080911
ARGADW1|INTERAMERICANA DE AUTO (CIADEA)|STOCK|A32251|ARG|ARS|ARGADW1|19961231|19970731
ARGADW1|INTERAMERICANA AUTO (C|STOCK|A32251|ARG|ARS|ARGADW1|19970801|19980531
ARGADW1|RENAULT ARGENTINA (ARS|STOCK|A32251|ARG|ARS|ARGADW1|19980601|20050824
ARGADW1|RENAULT ARGENTINA|STOCK|A32251|ARG|ARS|ARGADW1|20050825|20060131
ARGADY1|SOL PETROLEO -B|STOCK|A35513|ARG|ARS|ARGADY1|19961231|20101109
ARGADY1|CARBOCLOR S.A.|STOCK|A35513|ARG|ARS|ARGADY1|20101110|20751231
ARGADZ1|CINBA|STOCK|A11107|ARG|ARS|ARGADZ1|19961231|20001031
ARGADZ1|C.I.N.B.A.SA ('B'ARS1)|STOCK|A11107|ARG|ARS|ARGADZ1|20001101|20060531
ARGAE11|BGH SA ('B'ARS0.10)|STOCK|A68880|ARG|ARS|ARGAE11|19961231|20080914
ARGAE31|BODEGAS ESMERALDA (ARS0.01)|STOCK|A08865|ARG|ARS|ARGAE31|20010430|20751231
ARGAE41|BOLDT SA (ARS1)|STOCK|A08898|ARG|ARS|ARGAE41|19961231|20751231
ARGAEA1|DELLA PENNA|STOCK|A13170|ARG|ARS|ARGAEA1|19961231|20751231
ARGAEA2|DELLA PENNA ('A'ARS1)|STOCK|A13170|ARG|ARS|ARGAEA2|19970317|20751231
ARGAEB1|MOLINO J SEMINO|STOCK|A26792|ARG|ARS|ARGAEB1|19961231|20000930
ARGAEB1|MOLINO J SEMINO (ARS0.|STOCK|A26792|ARG|ARS|ARGAEB1|20001001|20751231
ARGAEE1|IRSA-INVERS Y REPRESEN|STOCK|A21310|ARG|ARS|ARGAEE1|19961231|20751231
ARGAEF1|CENTRAL PUERTO -B|STOCK|A10186|ARG|ARS|ARGAEF1|19961231|20751231
ARGAEG1|CAPUTO|STOCK|A09782|ARG|ARS|ARGAEG1|19961231|20000630
ARGAEG1|CAPUTO (ARS1)|STOCK|A09782|ARG|ARS|ARGAEG1|20000701|20751231
ARGAEH1|CENTRAL COSTANERA -B|STOCK|A10158|ARG|ARS|ARGAEH1|19961231|20751231
ARGAEH3|CENTRAL COSTANERA ('A'ARS1)|STOCK|A10158|ARG|ARS|ARGAEH3|20010430|20080228
ARGAEI1|BANCO DEL SUD -B|STOCK|A07342|ARG|ARS|ARGAEI1|19961231|20011009
ARGAEI1|BCO BANSUD SA|STOCK|A07342|ARG|ARS|ARGAEI1|20011010|20101101
ARGAEI1|BANCO MACRO CLASS B|STOCK|A07342|ARG|ARS|ARGAEI1|20101102|20751231
ARGAEI2|BCO BANSUD SA ('A'ARS1|STOCK|A07342|ARG|ARS|ARGAEI2|19980717|20101101
ARGAEI2|BANCO MACRO CLASS A|STOCK|A07342|ARG|ARS|ARGAEI2|20101102|20751231
ARGAEJ1|TRANSPORADORA GAS SUR-|STOCK|A39194|ARG|ARS|ARGAEJ1|19961231|20751231
ARGAEK1|CITICORP EQTY INVESTME|STOCK|A10057|ARG|ARS|ARGAEK1|19961231|19980531
ARGAEK1|CEI CITICORP HLDGS (CL|STOCK|A10057|ARG|ARS|ARGAEK1|19980601|20751231
ARGAEK2|CEI CITICORP HLDGS (CL|STOCK|A10057|ARG|ARS|ARGAEK2|19961231|20751231
ARGAEL1|METROGAS SA -B|STOCK|A26131|ARG|ARS|ARGAEL1|19961231|20751231
ARGAEM1|CAPEX|STOCK|A09729|ARG|ARS|ARGAEM1|19961231|20751231
ARGAEN1|DISCO|STOCK|A68881|ARG|ARS|ARGAEN1|19961231|20080915
ARGAEO1|SIDERAR|STOCK|A06165|ARG|ARS|ARGAEO1|19961231|20010730
ARGAEO1|SIDERAR SA|STOCK|A06165|ARG|ARS|ARGAEO1|20010731|20751231
ARGAEO2|SIDERAR SA ('B'ARS1)|STOCK|A06165|ARG|ARS|ARGAEO2|20010430|20080915
ARGAEP1|BCO RIO DE LA PLATA-B|STOCK|A07462|ARG|ARS|ARGAEP1|19971001|19991231
ARGAEP1|BCO RIO PLATA ('B'ARS1|STOCK|A07462|ARG|ARS|ARGAEP1|20000101|20100926
ARGAEP1|BANCO SANTANDER RIO SA B|STOCK|A07462|ARG|ARS|ARGAEP1|20100927|20751231
ARGAEP3|BCO SANTANDER RIO|STOCK|A07462|ARG|ARS|ARGAEP3|20091202|20751231
ARGAER1|AGROMETAL SA (ARS1)|STOCK|A04854|ARG|ARS|ARGAER1|19961231|20751231
ARGAES1|ALTO PALERMO SA (ARS0.1)|STOCK|A05418|ARG|ARS|ARGAES1|19981112|20751231
ARGAET1|AMER PLAST SA (ARS1 'B|STOCK|A05602|ARG|ARS|ARGAET1|19961231|20751231
ARGAET2|AMER PLAST SA (ARS1 CLASS'A'(5 VOTE|STOCK|A05602|ARG|ARS|ARGAET2|20010430|20751231
ARGAEV1|BCO SUQUIA ('B'ARS1)|STOCK|A07386|ARG|ARS|ARGAEV1|19961231|20030313
ARGAEW1|BCO MACRO MISIONES ('B|STOCK|A07433|ARG|ARS|ARGAEW1|19961231|20000430
ARGAEW1|BCO MACRO S.A ('B'ARS1|STOCK|A07433|ARG|ARS|ARGAEW1|20000501|20031218
ARGAEY1|BCO RIO PLATA (CLASS'B|STOCK|A07462|ARG|ARS|ARGAEY1|19971015|19990531
ARGAF11|FRIG LA PAMPA (ARS1)|STOCK|A16577|ARG|ARS|ARGAF11|19961231|20101011
ARGAF11|PAMPA ENERGY INC|STOCK|A16577|ARG|ARS|ARGAF11|20101012|20751231
ARGAF21|GAS NATURAL BAN SA ('B|STOCK|A17023|ARG|ARS|ARGAF21|19980317|20751231
ARGAF31|GOFFRE CARBONE (ARS1)|STOCK|A17567|ARG|ARS|ARGAF31|19961231|20751231
ARGAF51|GRIMOLDI (ARS1)|STOCK|A17940|ARG|ARS|ARGAF51|19961231|20000731
ARGAF51|GRIMOLDI ('B' ARS1)|STOCK|A17940|ARG|ARS|ARGAF51|20000801|20751231
ARGAF81|HULYTEGO ('B'ARS0.10)|STOCK|A19718|ARG|ARS|ARGAF81|19961231|20101101
ARGAF81|HULYTEGO|STOCK|A19718|ARG|ARS|ARGAF81|20101102|20751231
ARGAFC2|CERAMICA SAN LOREN (CL|STOCK|A10250|ARG|ARS|ARGAFC2|19980930|20751231
ARGAFE1|CIA TRANSP ENER ('B'AR|STOCK|A11020|ARG|ARS|ARGAFE1|20000731|20010429
ARGAFE1|CIA TRANSP ENERGIA ('B'ARS1)|STOCK|A11020|ARG|ARS|ARGAFE1|20010430|20751231
ARGAFG2|CIA IND CERVECERA ('B'|STOCK|A11670|ARG|ARS|ARGAFG2|19961231|20751231
ARGAFL1|DYCASA SA ('A'ARS1 MUL|STOCK|A14022|ARG|ARS|ARGAFL1|19961231|20751231
ARGAFL2|DYCASA SA ('B'ARS1)|STOCK|A14022|ARG|ARS|ARGAFL2|19961231|20751231
ARGAFN1|EDIAR SA ('B'ARS0.01)|STOCK|A14250|ARG|ARS|ARGAFN1|19981201|20101101
ARGAFN1|CENTRAL URBANA SA|STOCK|A14250|ARG|ARS|ARGAFN1|20101102|20751231
ARGAFS1|ELECTROMAC ('B'ARS0.00|STOCK|A14582|ARG|ARS|ARGAFS1|19981001|19990630
ARGAFS1|ELECTROMAC S.A.I.C ('B|STOCK|A14582|ARG|ARS|ARGAFS1|19990701|20751231
ARGAFU3|EMP DIS NOR EDENOR (CL'B'ARS1)|STOCK|A14850|ARG|ARS|ARGAFU3|20010430|20101205
ARGAFU3|EMPRESA DISTR Y COMERC NORTE EDENOR|STOCK|A14850|ARG|ARS|ARGAFU3|20101206|20751231
ARGAFX1|EUROMAYOR SA INVER ('B'ARS0.01)|STOCK|A15351|ARG|ARS|ARGAFX1|20010430|20751231
ARGAG01|SAN MIGUEL SA ('B' ARS|STOCK|A70632|ARG|ARS|ARGAG01|19970730|20010729
ARGAG01|SAN MIGUEL SA|STOCK|A70632|ARG|ARS|ARGAG01|20010730|20751231
ARGAG21|SEMACO SA ('B'ARS0.10)|STOCK|A10002|ARG|ARS|ARGAG21|19980601|19990228
ARGAG21|CCI-CONCESIONES SA ('B|STOCK|A10002|ARG|ARS|ARGAG21|19990301|20000131
ARGAG21|CCI-CONCESIONES SA (AR|STOCK|A10002|ARG|ARS|ARGAG21|20000201|20010801
ARGAG21|CCI-CONCESIONES SA|STOCK|A10002|ARG|ARS|ARGAG21|20010802|20070629
ARGAG31|SNIAFA SA ('A'ARS1)|STOCK|A35338|ARG|ARS|ARGAG31|19970519|20010815
ARGAG31|SNIAFA SA|STOCK|A35338|ARG|ARS|ARGAG31|20010816|20751231
ARGAG32|SNIAFA SA ('B'ARS1 MUL|STOCK|A35338|ARG|ARS|ARGAG32|19961231|20751231
ARGAG72|TRANSPORT GAS NORT ('B|STOCK|A39193|ARG|ARS|ARGAG72|19980414|20751231
ARGAG73|TRANSPORT GAS NORT ('A'ARS1)|STOCK|A39193|ARG|ARS|ARGAG73|20010430|20751231
ARGAG74|TRANSPORT GAS NORT|STOCK|A39193|ARG|ARS|ARGAG74|20070315|20751231
ARGAG91|BCO HIPOTECARIO (ARS10|STOCK|A07480|ARG|ARS|ARGAG91|19990223|20751231
ARGAGB1|IND TEXTIL ARGENTI (AR|STOCK|A20528|ARG|ARS|ARGAGB1|19961231|20080825
ARGAGB1|IND TEXTIL ARGENTI CLASS A|STOCK|A20528|ARG|ARS|ARGAGB1|20080826|20121016
ARGAGB2|IND TEXTIL ARGENTI|CROSS_LIST|A20528|ARG|ARS|ARGAGB1|20020315|20080825
ARGAGB2|IND TEXTIL ARGENTI COM CLASS B|STOCK|A20528|ARG|ARS|ARGAGB2|20080826|20121016
ARGAGC1|LA AGRARIA ('B'ARS1)|STOCK|A23951|ARG|ARS|ARGAGC1|19980531|20110413
ARGAGG1|LEYDEN SA IND COM ('B'ARS0.00001)|STOCK|A24398|ARG|ARS|ARGAGG1|20010430|20751231
ARGAGJ1|MIDLAND COMERCIAL ('B'|STOCK|A26347|ARG|ARS|ARGAGJ1|19961231|20000630
ARGAGJ1|MIDLAND COMERCIAL ('A'|STOCK|A26347|ARG|ARS|ARGAGJ1|20000701|20040227
ARGAGL3|MIRGOR SA ('C'ARS0.10)|STOCK|A26494|ARG|ARS|ARGAGL3|19970613|20751231
ARGAGU1|PAPELERA INVERSORA ('B|STOCK|A04838|ARG|ARS|ARGAGU1|19970903|19980630
ARGAGU1|AGRITECH INVERSORA ('B|STOCK|A04838|ARG|ARS|ARGAGU1|19980701|19990831
ARGAGU1|AGRITECH INVERSORA (AR|STOCK|A04838|ARG|ARS|ARGAGU1|19990901|20110413
ARGAGV1|PATRICIOS (ARS1)|STOCK|A30127|ARG|ARS|ARGAGV1|20010430|20751231
ARGAGY1|REGUERA(GARCIA)SA ('B'|STOCK|A32204|ARG|ARS|ARGAGY1|19961231|20000630
ARGAGY1|REGUERA(GARCIA)SA (ARS|STOCK|A32204|ARG|ARS|ARGAGY1|20000701|20751231
ARGAHD1|GRUPO CONCESIONARI (CL|STOCK|A18000|ARG|ARS|ARGAHD1|19991231|20001031
ARGAHD1|GPO CONCESIONARIO (CLA|STOCK|A18000|ARG|ARS|ARGAHD1|20001101|20751231
ARGAHE2|INSTITUTO ROSENBUC ('B'ARS0.01)|STOCK|A20944|ARG|ARS|ARGAHE2|19991004|20010815
ARGAHE2|INSTITUTO ROSENBUC|STOCK|A20944|ARG|ARS|ARGAHE2|20010816|20751231
ARGAHF1|DISTRIB GAS CUYANA (CL|STOCK|A13139|ARG|ARS|ARGAHF1|19990930|20751231
ARGAHG1|REPSOL YPF SA (EUR1)|CROSS_LIST|A32293|ARG|ARS|SPAACH1|19991201|20120715
ARGAHG1|REPSOL SA|CROSS_LIST|A32293|ARG|ARS|SPAACH1|20120716|20751231
ARGAHI1|PC HLDGS ('B'ARS1)|STOCK|A30155|ARG|ARS|ARGAHI1|20000125|20000731
ARGAHI1|PEREZ COMPANC SA ('B'A|STOCK|A30155|ARG|ARS|ARGAHI1|20000801|20030312
ARGAHI1|PETROBRAS ENERGIA SA|STOCK|A30155|ARG|ARS|ARGAHI1|20030313|20091006
ARGAHJ1|IMPSAT FIBER NETWORKS|STOCK|A20257|USA|USD|ARGAHJ1|20000201|20011202
ARGAHJ1|IMPSAT FIBER NETWORKS|CROSS_LIST|A20257|USA|USD|USA3FZ1|20011203|20020320
ARGAHK1|BCO SANT CENT HISP (EU|CROSS_LIST|A07845|ARG|ARS|SPAAAM1|20000804|20070827
ARGAHK1|BANCO SANTANDER SA|CROSS_LIST|A07845|ARG|ARS|SPAAAM1|20070828|20751231
ARGAHM1|GRUPO CLARIN SA|STOCK|A75032|ARG|ARS|ARGAHM1|20071211|20751231
ARGAHY1|TELEFONICA SA (EUR1)|CROSS_LIST|A37900|ARG|ARS|SPAACN1|20000804|20010801
ARGAHY1|TELEFONICA SA|CROSS_LIST|A37900|ARG|ARS|SPAACN1|20010802|20751231
ARGAIM1|BANCO PATAGONIA SA|STOCK|A68492|ARG|ARS|ARGAIM1|20070723|20751231
ARGAJH1|SCHLUMBERGER (CEDEAR EACH 3 REP 1 U|GDR|A33602|ARG|ARS|USAM8X1|20010430|20751231
ARGAJS1|GPO FIN GALICIA B|STOCK|A17741|ARG|ARS|ARGAJS1|20000701|20751231
ARGAJT1|GLAXOSMITHKLINE (CEDEAR EACH REP 1/|GDR|A17445|ARG|ARS|UKIBRL1|20001020|20080918
ARGAJT1|GLAXOSMITHKLINE PLC|GDR|A17445|ARG|ARS|UKIBRL1|20080919|20751231
ARGAKA1|PETROLERA DEL CONO|STOCK|A74246|ARG|ARS|ARGAKA1|20040609|20751231
ARGAKB1|AUTOPISTAS DEL SOL|STOCK|A74247|ARG|ARS|ARGAKB1|20051007|20751231
ARGALY1|MERCADO DE VALORES (ARS87000)|STOCK|A26064|ARG|ARS|ARGALY1|20010430|20751231
ARGALZ1|METROVIAS AS (ARS1 CLASS'B')|STOCK|A26103|ARG|ARS|ARGALZ1|20010430|20751231
ARGAMC1|QUICKFOOD SA|STOCK|A31738|ARG|ARS|ARGAMC1|20011015|20751231
ARGAMD1|NORTEL INVERSORA PRF 'B' ARS10|STOCK|A28657|ARG|ARS|ARGAMD1|20010430|20120423
ARGAME1|TELEFONICA DE ARG NEW CLASS 'B' ARS1|STOCK|A37899|ARG|ARS|ARGAME1|19961231|20061218
ARGAME1|TELEFONICA DE ARG|STOCK|A37899|ARG|ARS|ARGAME1|20061219|20751231
ARGAMF1|SIDERCA (DALMINE)|STOCK|A28523|ARG|ARS|ARGAMF1|20021218|20030528
ARGAMI1|SOCOTHERM AMERICAS|STOCK|A73855|ARG|ARS|ARGAMI1|20061220|20751231
ARGAMJ1|EMPRESA DISTRIBUID|STOCK|A73856|ARG|ARS|ARGAMJ1|20071205|20751231
ARGAMK1|BOLDT GAMING SA|STOCK|A76148|ARG|ARS|ARGAMK1|20070808|20131114
ARGAML1|CAMUZZI GAS PAMPEANA SA - CL B|STOCK|A76261|ARG|ARS|ARGAML1|20011102|20751231
ARGAMM1|CONSULTATIO SA|STOCK|A76149|ARG|ARS|ARGAMM1|20080602|20751231
ARGAMN1|CONTINENTAL URBANA|STOCK|A83487|ARG|ARS|ARGAMN1|20100914|20751231
ARGAMO1|INSUMOS AGROQUIMIC|STOCK|A83488|ARG|ARS|ARGAMO1|20100914|20101101
ARGAMO1|INSUMOS AGROQUIMIC CLASS A|STOCK|A83488|ARG|ARS|ARGAMO1|20101102|20751231
ARGAMP1|PETROLEO BRASILEIRO|CROSS_LIST|A30400|ARG|ARS|BRAABL1|20060901|20751231
